progress,x,y
0.08275,-60.28250887470627,-159.63070701619642
0.08325,-63.153250244259176,-159.39512127765653
0.08375,-66.02483468448688,-159.167334275759
0.08425,-68.89085829823344,-158.9307350769397
0.08475,-71.75571528045286,-158.70448797594875
0.08525,-74.61757486299555,-158.4530268753795
0.08575,-77.48133900664585,-158.21914958252688
0.08625,-80.34187031594377,-157.98575299808664
0.08675,-83.21381428877908,-157.75693508637187
0.08725,-86.0923686495915,-157.51689924407793
0.08775,-88.96540203951793,-157.26624771606436
0.08825,-91.8332072261087,-157.03091775612342
0.08875,-94.70287867174788,-156.79574571311267
0.08925,-97.56824517677285,-156.55602190961275
0.08975,-100.4281242090309,-156.3123122321934
0.09025,-103.29060927474177,-156.0770075726952
0.09075,-106.15518162698015,-155.84311341288074
0.09125,-109.01489067188844,-155.59039994039497
0.09175,-111.87164378173453,-155.356537827808
0.09225,-114.73163579212104,-155.1154232767244
0.09275,-117.59446171101905,-154.86520822296097
0.09325,-120.46505310886852,-154.62661239753402
0.09375,-123.33756259653455,-154.38887283396667
0.09425,-126.21404724057136,-154.13588316498078
0.09475,-129.0905481366287,-153.89709732268688
0.09525,-131.96078016832087,-153.6498307692064
0.09575,-134.831368403615,-153.40774348267888
0.09625,-137.7004126091108,-153.16980083034915
0.09675,-140.56422298895032,-152.9172831033942
0.09725,-143.42844554129897,-152.68049829864037
0.09775,-146.2922839799002,-152.43029499151106
0.09825,-149.15747922608017,-152.1900848896435
0.09875,-152.01558147093962,-151.9478287115639
0.09925,-154.8740940157425,-151.69436544991515
0.09975,-157.740254673554,-151.45759125636675
0.10025,-160.6113122986414,-151.20453822530715
0.10075,-163.48904790901457,-150.9673086237891
0.10125,-166.36266429105126,-150.7227853790073
0.10175,-169.23805961046935,-150.47671327274546
0.10225,-172.10835156426273,-150.23211325277143
0.10275,-174.97531691671196,-149.99021361119435
0.10325,-177.84526912698675,-149.74269120976066
0.10375,-180.71926106247062,-149.50454156818358
0.10425,-183.58664457501544,-149.2556526792947
0.10475,-186.45258780714698,-149.0189472713251
0.10525,-189.3159930886144,-148.77337801136304
0.10575,-192.1857660874197,-148.52488338770712
0.10625,-195.05793208643578,-148.2840463647259
0.10675,-197.92684627576745,-148.04759348680054
0.10725,-200.80242446856124,-147.80112602783052
0.10775,-203.67707429878195,-147.5656846016845
0.10825,-206.55050883388634,-147.327799297025
0.10875,-209.4165398269287,-147.07781827235706
0.10925,-212.28410490898867,-146.8401378818647
0.10975,-215.1541691264319,-146.6068538316855
0.11025,-218.0276870947398,-146.3622761576617
0.11075,-220.8996036032787,-146.11875273810716
0.11125,-223.7689900675418,-145.88281345916977
0.11175,-226.6416529391421,-145.63666798162393
0.11225,-229.51179654412226,-145.39841246379706
0.11275,-232.376126873028,-145.16093381104565
0.11325,-235.24222427973265,-144.91565866873066
0.11375,-238.1113577395682,-144.67862119244984
0.11425,-240.9762322915395,-144.43568212434946
0.11475,-243.83870163694607,-144.19677059822232
0.11525,-246.70782843877035,-143.95966483571357
0.11575,-249.57750452652292,-143.72304044741838
0.11625,-252.44338221885624,-143.4816941975432
0.11675,-255.3183672845671,-143.23070405417403
0.11725,-258.1922066267556,-142.99566800104313
0.11775,-261.0639875972083,-142.7497368543909
0.11825,-263.9451106557507,-142.50916337768837
0.11875,-266.82132780031463,-142.26970997267046
0.11925,-269.69009361309134,-142.0261876766553
0.11975,-272.5563878010174,-141.78146492734052
0.12025,-275.4153259730604,-141.53739234669536
0.12075,-278.27961240070454,-141.29809743008693
0.12125,-281.14263861477434,-141.05868566538106
0.12175,-284.0050468755697,-140.81496318714244
0.12225,-286.87889043449866,-140.57581834210768
0.12275,-289.7473813962484,-140.33759003890182
0.12325,-292.6201700547225,-140.0882582416668
